Model Year,Manufacturer,Model,Category,Fuel,Seats,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,PHEV Type,Total Range,All-Electric Range,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles per hour of charging),Charging Speed Level 2 (miles per hour of charging),Charging Speed DC Fast (miles per hour of charging),Battery Capacity (kWh),Transmission Type,Transmission Make,Engine Type,Engine Size,Engine Cylinder Count,Number of Passengers,Heavy-Duty Power System,Drivetrain,Notes
2025,Mercedes-Benz,CLE 450 4MATIC,Sedan/Wagon,Hybrid Electric,"","","","","","",26,,"","","","","","","",,,,SI,3.0L,6,,,AWD,Includes Coupe and Convertible models
2025,Mercedes-Benz,E 350,Sedan/Wagon,Hybrid Electric,"","","","",25,33,28,,"","","","","","","",,,,SI,2.0L,4,,,RWD,""
2025,Mercedes-Benz,E 350 4MATIC,Sedan/Wagon,Hybrid Electric,"","","","",24,33,27,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Mercedes-Benz,E 450 4MATIC/All-Terrain Wagon,Sedan/Wagon,Hybrid Electric,"","","","",22,31,25,,"","","","","","","",,,,SI,3.0L,6,,,AWD,Includes sedan and wagon models
2025,Mercedes-Benz,EQE 350+,Sedan/Wagon,Electric,5,94,94,94,"","","",,"",308,9.6,170,3,27,456,95.7,,,e-motor,215 kW,,,,RWD,""
2025,Mercedes-Benz,EQE 350 4MATIC,Sedan/Wagon,Electric,5,87,85,86,"","","",,"",267,9.6,170,3,27,456,95.8,,,e-motor,71 and 144 kW,,,,AWD,""
2025,Mercedes-Benz,EQE 350 4MATIC (SUV),SUV,Electric,5,84,78,81,"","","",,"",253,9.6,170,3,27,456,95.8,,,e-motor,71 and 144 kW,,,,AWD,""
2025,Mercedes-Benz,EQE 350+ (SUV),Sedan/Wagon,Electric,5,98,87,93,"","","",,"",302,9.6,170,3,23,389,101.6,,,e-motor,215 kW,,,,RWD,""
2025,Mercedes-Benz,EQE 500 4MATIC,Sedan/Wagon,Electric,5,85,84,85,"","","",,"",266,9.6,170,3,27,456,95.8,,,e-motor,71 and 144 kW,,,,AWD,""
2025,Mercedes-Benz,EQE 500 4MATIC (SUV),Sedan/Wagon,Electric,5,83,78,81,"","","",,"",264,9.6,170,3,27,456,95.8,,,e-motor,71 and 144 kW,,,,AWD,""
2025,Mercedes-Benz,EQS 450+,Sedan/Wagon,Electric,5,98,98,98,"","","",,"",323,9.6,200,4,29,489,122.0,,,e-motor,265 kW,,,,RWD,""
2025,Mercedes-Benz,EQS 450 4MATIC,Sedan/Wagon,Electric,5,91,93,92,"","","",,"",367,9.6,200,4,29,489,122.0,,,e-motor,174 and 310 kW,,,,AWD,""
2025,Mercedes-Benz,EQS 450/580 4MATIC (SUV),SUV,Electric,5,"","",79-80,"","","",,"",312-317,9.6,200,4,29,489,122.0,,,e-motor,174 and 310 kW,,,,AWD,""
2025,Mercedes-Benz,EQS 450+ (SUV),SUV,Electric,5,84,79,82,"","","",,"",323,9.6,200,4,29,489,122.0,,,e-motor,265 kW,,,,RWD,""
2025,Mercedes-Benz,EQS 580 4MATIC,Sedan/Wagon,Electric,5,93,93,93,"","","",,"",371,9.6,200,4,29,489,122.0,,,e-motor,310 kW (x2),,,,AWD,""
2025,Mercedes-Benz,EQS 680 4MATIC Maybach (SUV),SUV,Electric,5,76,76,76,"","","",,"",302,9.6,200,4,29,489,122.0,,,e-motor,174 and 310 kW,,,,AWD,""
2025,Mercedes-Benz,G 550,SUV,Hybrid Electric,"","","","",17,19,18,,"","","","","","","",,,,SI,3.0L,6,,,4WD,""
2025,Mercedes-Benz,GLA 250,SUV,Hybrid Electric,"","","","",26,34,29,,"","","","","","","",,,,SI,2.0L,4,,,FWD,""
2025,Mercedes-Benz,GLA 250 4MATIC,SUV,Hybrid Electric,"","","","",25,33,28,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Mercedes-Benz,GLB 250,SUV,Hybrid Electric,"","","","",25,33,28,,"","","","","","","",,,,SI,2.0L,4,,,FWD,""
2025,Mercedes-Benz,GLB 250 4MATIC,SUV,Hybrid Electric,"","","","",24,33,27,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Mercedes-Benz,GLC 300 4MATIC/coupe,SUV,Hybrid Electric,"","","","","","",26-27,,"","","","","","","",,,,SI,2.0L,4,,,AWD,Includes standard and Coupe models
2025,Mercedes-Benz,GLE 350,SUV,Hybrid Electric,"","","","",21,28,23,,"","","","","","","",,,,SI,2.0L,4,,,RWD,""
2025,Mercedes-Benz,GLE 350 4MATIC,SUV,Hybrid Electric,"","","","",19,26,22,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Mercedes-Benz,GLE 450 4MATIC (including Coupe),SUV,Hybrid Electric,"","","","",19,25,21,,"","","","","","","",,,,SI,3.0L,6,,,AWD,Includes standard and Coupe models
2025,Mercedes-Benz,GLE 580 4MATIC,SUV,Hybrid Electric,"","","","",15,20,17,,"","","","","","","",,,,SI,4.0L,8,,,AWD,""
2025,Mercedes-Benz,GLS 450 4MATIC,SUV,Hybrid Electric,"","","","",19,24,21,,"","","","","","","",,,,SI,3.0L,6,,,AWD,""
2025,Mercedes-Benz,GLS 580 4MATIC,SUV,Hybrid Electric,"","","","",14,19,16,,"","","","","","","",,,,SI,4.0L,8,,,AWD,""
2025,Mercedes-Benz,GLS 600 4MATIC Maybach,SUV,Hybrid Electric,"","","","",13,18,15,,"","","","","","","",,,,SI,4.0L,8,,,AWD,""
2025,Mercedes-Benz,S 500 4MATIC,Sedan/Wagon,Hybrid Electric,"","","","",21,31,24,,"","","","","","","",,,,SI,3.0L,6,,,AWD,""
2025,Mercedes-Benz,S 580 4MATIC,Sedan/Wagon,Hybrid Electric,"","","","","","",20,,"","","","","","","",,,,SI,4.0L,8,,,AWD,Includes standard and Maybach models
2025,Mini,Countryman SE ALL4,SUV,Electric,5,"","",91-96,"","","",,"",204-212,11,130,4,34,397,66.4,,,e-motor,140 kW (x2),,,,AWD,"Includes models with 18"" and 19"" wheels"
2025,Nissan,LEAF,Sedan/Wagon,Electric,5,123,99,111,"","","",,"",149,6.6,70,4,22,189,40.3,,,e-motor,110 kW,,,,FWD,""
2025,Nissan,LEAF,Sedan/Wagon,Electric,5,121,99,109,"","","",,"",212,6.6,70,4,22,189,60.6,,,e-motor,160 kW,,,,FWD,""
2025,Polestar,2 Dual Motor,Sedan/Wagon,Electric,5,"","",91-101,"","","",,"",254-278,11,155-205,3,30,328,81.6,,,e-motor,190/200 and 215 kW,,,,AWD,"Includes Performance Pack model and models with 19"" and 20"" wheels"
2025,Polestar,2 Single Motor,Sedan/Wagon,Electric,5,"","",109-114,"","","",,"",300-314,11,155-205,3,30,328,81.6,,,e-motor,185 and 220 kW,,,,RWD,"Includes models with 19"" and 20"" wheels"
2025,Polestar,3 Long Range Dual Motor,SUV,Electric,5,"","",77-88,"","","",,"",279-315,11,250,3,29,534,111.0,,,e-motor,127/173 and 180/200 kW,,,,AWD,"Includes Performance Pack model and models with 20"", 21"", and 22"" wheels"
2025,Polestar,4 Long Range Dual Motor,SUV,Electric,"",86,80,83,"","","",,"",272,"","","","","",100.1,,,e-motor,200 kW,,,,AWD,""
2025,Polestar,4 Long Range Single Motor,SUV,Electric,"",93,87,90,"","","",,"",300,"","","","","",100.1,,,e-motor,200 kW,,,,RWD,""
2025,Porsche,Taycan 4S Perf Battery Plus,Sedan/Wagon,Electric,4,94,92,93,"","","",,"",315,11,270,2,23,442,109.7,,,e-motor,201 and 235 kW,,,,AWD,19in All-Season (M+S) model
2025,Porsche,Taycan Perf Battery/Battery Plus,Sedan/Wagon,Electric,4,"","",91-92,"","","",,"",274-318,11,270,2,23,442,122.4,,,e-motor,300 and 320 kW,,,,RWD,Includes Performance Battery and Performance Battery Plus models
2025,Ram,1500 4X2,Pickup,Hybrid Electric,"","","","","","",22-23,,"","","","","","","",,,,SI,3.6L,6,,,RWD,Includes HFE model
2025,Ram,1500 4X4,Pickup,Hybrid Electric,"","","","",19,24,21,,"","","","","","","",,,,SI,3.6L,6,,,4WD,""
2025,Rivian ,R1S Dual,SUV,Electric,7,"","",72-84,"","","",,"",292-410,11.5,210,2,24,349,149.7,,,e-motor,208 or 264 kW (x2),,,,4WD,"Includes Large, Large Plus, All-Terrain, and Performance models with 20"" and 22"" wheels"
2025,Rivian ,R1S Dual Standard,SUV,Electric,7,"","",79-85,"","","",,"",258-270,11.5,210,2,24,374,94.7,,,e-motor,208 kW (x2),,,,Part-Time 4WD,"Includes models with 20"" and 22"" wheels"
2025,Rivian ,R1T Dual,Pickup,Electric,5,"","",72-87,"","","",,"",292-420,11.5,210,2,24,374,149.7,,,e-motor,264 kW (x2),,,,4WD,"Includes  Large, Large Plus, Max, All-Terrain, and Performance models with 20"" and 22"" wheels"
2025,Rivian ,R1T Dual Standard,Pickup,Electric,5,"","",79-85,"","","",,"",258-270,11.5,210,2,24,374,94.7,,,e-motor,208 kW (x2),,,,Part-Time 4WD,"Includes models with 20"" and 22"" wheels"
2025,Rolls-Royce,Black Badge Spectre,Sedan/Wagon,Electric,"","","",70-74,"","","",,"",251-266,"","","","","",105.6,,,e-motor,190 and 360 kW,,,,AWD,"Includes models with 22"" and 23"" wheels"
2025,Rolls-Royce,Spectre,Sedan/Wagon,Electric,"","","",70-77,"","","",,"",253-277,"","","","","",105.6,,,e-motor,190 and 360 kW,,,,AWD,"Includes models with 22"" and 23"" wheels"
2025,Toyota,Camry  HEV AWD LE/SE/XLE/XSE,Sedan/Wagon,Hybrid Electric,"","","","","","",44-50,,"","","","","","","",,,,SI,2.5L,4,,,AWD,""
2025,Toyota,Camry  HEV FF LE/SE/XLE/XSE,Sedan/Wagon,Hybrid Electric,"","","","","","",47-51,,"","","","","","","",,,,SI,2.5L,4,,,FWD,""
2025,Toyota,Corolla Hybrid,Sedan/Wagon,Hybrid Electric,"","","","","","",47-50,,"","","","","","","",,,,SI,1.8L,4,,,FWD,""
2025,Toyota,Corolla Hybrid AWD,Sedan/Wagon,Hybrid Electric,"","","","","","",44-48,,"","","","","","","",,,,SI,1.8L,4,,,AWD,""
2025,Toyota,Crown AWD,Sedan/Wagon,Hybrid Electric,"","","","",29,32,30,,"","","","","","","",,,,SI,2.4L,4,,,AWD,""
2025,Toyota,Crown AWD,Sedan/Wagon,Hybrid Electric,"","","","",42,41,41,,"","","","","","","",,,,SI,2.5L,4,,,AWD,""
2025,Toyota,Crown Signia AWD,Sedan/Wagon,Hybrid Electric,"","","","",39,37,38,,"","","","","","","",,,,SI,2.5L,4,,,AWD,""
2025,Toyota,Sequoia 2WD,SUV,Hybrid Electric,"","","","",21,24,22,,"","","","","","","",,,,SI,3.4L,6,,,RWD,""
2025,Toyota,Sequoia 4WD,SUV,Hybrid Electric,"","","","",19,22,20,,"","","","","","","",,,,SI,3.4L,6,,,Part-Time 4WD,""
2025,Toyota,Tundra 2WD,Pickup,Hybrid Electric,"","","","",20,24,22,,"","","","","","","",,,,SI,3.4L,6,,,RWD,""
2025,Toyota,Tundra 4WD/4WD PRO,Pickup,Hybrid Electric,"","","","","","",19-20,,"","","","","","","",,,,SI,3.4L,6,,,Part-Time 4WD,""
2025,Volkswagen,ID. Buzz,Van,Electric,"",90,75,83,"","","",,"",234,"","","","","",91.7,,,e-motor,210 kW,,,,RWD,""
2025,Volkswagen,ID. Buzz 4Motion,Van,Electric,"",87,74,80,"","","",,"",231,"","","","","",91.7,,,e-motor,80 and 210 kW,,,,AWD,""
2025,Volvo,EC40/EX40,SUV,Electric,5,"","",106,"","","",,"",296-298,11,149,3,28,310,81.6,,,e-motor,185 and 220 kW,,,,RWD,""
2025,Volvo,EC40/EX40 Twin,SUV,Electric,5,"","",94-97,"","","",,"",260-268,11,149,3,28,310,81.6,,,e-motor,135/190 kW and 210/215 kW,,,,AWD,""
2025,Volvo,EX30 Single Motor extended range,SUV,Electric,"","","",114-116,"","","",,"",257-261,"","","","","",66.2,,,e-motor,185 kW,,,,RWD,"Includes models with 18"", 19"", and 20"" wheels"
2025,Volvo,S60 B5,Sedan/Wagon,Hybrid Electric,"","","","",27,36,30,,"","","","","","","",,,,SI,2.0L,4,,,FWD,""
2025,Volvo,S60 B5 AWD,Sedan/Wagon,Hybrid Electric,"","","","",25,34,28,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Volvo,S90 B6 AWD,Sedan/Wagon,Hybrid Electric,"","","","",23,31,26,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Volvo,V60CC B5 AWD,Sedan/Wagon,Hybrid Electric,"","","","",24,31,27,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Volvo,V90CC B6 AWD,Sedan/Wagon,Hybrid Electric,"","","","",22,29,25,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Volvo,XC40 B5 AWD,SUV,Hybrid Electric,"","","","",23,30,26,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Volvo,XC60 B5 AWD,SUV,Hybrid Electric,"","","","",23,30,26,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
2025,Volvo,XC90 B5/B6 AWD,SUV,Hybrid Electric,"","","","","","",23-26,,"","","","","","","",,,,SI,2.0L,4,,,AWD,""
,Autocar,ACMD,Vocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison 2500/3000/3500 RDS,,,,"",Cummins L9N 8.9L Near Zero,,Available in 4x2 and 6x4 chassis configurations.
,Autocar,ACMD,Refuse,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison 2500/3000/3500 RDS,,,,"",Cummins L9N 8.9L Near Zero,,Available in 4x2 and 6x4 chassis configurations.
,Autocar,ACTT Severe Duty Terminal Tractor,Tractor,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison 3000/3500 RDS,,,,"",Cummins B6.7N Near Zero,,Available in 4x2 (Off Road and DOT) and 6x4 chassis configurations.
,Autocar,ACX,Vocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison 3000/4000/4500 RDS,,,,"",Cummins L9N 8.9L Near Zero|Cummins ISX12N 11.9L Near Zero,,"Available in 4x2, 6x4, and 8x4 chassis configurations and front, rear, and side load."
,Autocar,ACX,Refuse,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison 3000/4000/4500 RDS,,,,"",Cummins L9N 8.9L Near Zero|Cummins ISX12N 11.9L Near Zero,,"Available in 4x2, 6x4, and 8x4 chassis configurations."
,Autocar,DC-64,Vocational/Cab Chassis,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"",Allison 3000/3500/4500 RDS,,,,"",Cummins ISX12N 11.9L Near Zero,,"Available in Mixer, Dump, or Refuse/Rolloff configurations"
,Autocar,DC-64R,Refuse,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison 3000/3500/4500/4700 RDS,,,,"",Cummins ISX12N 11.9L Near Zero,,""
,Autocar,E-ACTT,Tractor,Electric,,,,,,,,,,,,,,,,,Automatic,Vorza,,,,"",Vorza 150 kW,,According to manufacturer: 150kW electric motor; up to 210kWh battery; up to 22 hours run time
,Battle Motors,LOW ENTRY TILT 2,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",BorgWarner Cascadia Motion HVH410-150|BorgWarner Cascadia Motion IM425,,"According to Manufacturer: 700V, 240 kWh or 400 kWh battery pack; up to 250 kW charging rate; up to 220 miles range. Available in Class 6-8."
,Battle Motors,LOW ENTRY TILT 2,Vocational/Cab Chassis,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"",Allison 4500 RDS,,,,"",Cummins L9N 8.9L Near Zero,,According to Manufacturer: Available in Class 7 or 8.
,Battle Motors,LOW NARROW TILT ,Vocational/Cab Chassis,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",BorgWarner Cascadia Motion HVH410-150|BorgWarner Cascadia Motion IM425,,"According to Manufacturer: 700V, 240 kWh or 400 kWh battery pack; up to 250 kW charging rate; up to 220 miles range. Available in Class 6-8."
,Blue Bird,All American RE Electric,School Bus,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,84,Cummins PowerDrive 7000 EV,,"According to manufacturer: 155 kWh battery, up to 120 miles range, charge time 3-8 hours"
,Blue Bird,All American RE Electric Activity,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,84,Cummins PowerDrive 7000 EV,,"According to manufacturer: 155 kWh battery, up to 120 miles range, charge time 3-8 hours"
,Blue Bird,D-Series Electric,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,100,,,,,,,Automatic,"",,,,28,"",,"According to manufacturer: 100% recharge in 7 hr (Level 2), or 2 hr (Level 3)"
,Blue Bird,Micro Bird 5G Activity,Passenger Van/Shuttle Bus,Propane,,,,,,,,,,,,,,,,,"","",,,,37,Ford 7.3L V8,,""
,Blue Bird,Micro Bird Activity G5 Electric,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,30,"",,According to manufacturer: 88 kWh battery; up to 100 miles range
,Blue Bird,Micro Bird G5 - Class 3,School Bus,Propane,,,,,,,,,,,,,,,,,"","",,,,30,Ford 7.3L V8,,""
,Blue Bird,Micro Bird G5 Electric,School Bus,Electric,,,,,,,,,,100,,,,,,88,"","",,,,30,Dana TM4 160 kW,,According to manufacturer: charge time 2-7 hours
,Blue Bird,Micro Bird MB-II,School Bus,Propane,,,,,,,,,,,,,,,,,"","",,,,20,Ford 7.3L V8,,""
,Blue Bird,Micro Bird MB-II Activity,Passenger Van/Shuttle Bus,Propane,,,,,,,,,,,,,,,,,"","",,,,20,Ford 7.3L V8,,""
,Blue Bird,Vision - Class 7,School Bus,Propane,,,,,,,,,,,,,,,,,Automatic,"",,,,83,Ford 7.3L V8,,""
,Blue Bird,Vision Activity,Passenger Van/Shuttle Bus,Propane,,,,,,,,,,,,,,,,,"","",,,,78,Ford 7.3L V8,,""
,Blue Bird,Vision Electric,School Bus,Electric,,,,,,,,,,130,,,,,,155,Automatic,"",,,,77,Cummins PowerDrive 7000 EV,,According to manufacturer: charge time 3-8 hours
,Blue Bird,Vision Electric Activity,Passenger Van/Shuttle Bus,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,77,Cummins PowerDrive 7000 EV,,"According to manufacturer: 155 kWh battery, up to 120 miles range, charge time 3-8 hours"
,BYD,Achiever Type A (26'),School Bus,Electric,,,,,,,,,,130,,,,,,156,Automatic,"",,,,30,BYD AC Synchronous Motor 160 kW,,"According to manufacturer: Level 2 charging up to 19.2 kW (8-9 hr), Level 3 charging up to 110 kW (1-2 hr)"
,BYD,C10M (45'),Passenger Van/Shuttle Bus,Electric,,,,,,,,,,172,,,,,,446,"",BYD,,,,57,BYD Asynchronous Motor 3-Phase 180 kW (x2),,According to manufacturer: 3–3.5 hr charging time
,BYD,C10MS (45' double decker),Transit Bus,Electric,,,,,,,,,,159,,,,,,446,"",BYD,,,,up to 59 +18,BYD Asynchronous Motor 3-Phase 180 kW (x2),,According to manufacturer: 3–3.5 hr charging time
,BYD,C8M (35'),Passenger Van/Shuttle Bus,Electric,,,,,,,,,,149,,,,,,313,"",BYD,,,,41,BYD Asynchronous Motor 3-Phase 180 kW (x2),,According to manufacturer: 2–2.5 hr charging time
,BYD,C8MS (35' double decker),Transit Bus,Electric,,,,,,,,,,125,,,,,,313,"",BYD,,,,up to 39 +12,BYD Asynchronous Motor 3-Phase 180 kW (x2),,According to manufacturer: 2–2.5 hr charging time
,BYD,Creator Type C (36'/39'),School Bus,Electric,,,,,,,,,,187 - 208,,,,,,288,Automatic,"",,,,78,BYD AC Synchronous Motor 260 kW,,"According to manufacturer: Level 2 charging up to 19.2 kW (15 hr), Level 3 charging up to 110 kW (2.5 hr)"
,BYD,Dreamer Type D (39'),School Bus,Electric,,,,,,,,,,155,,,,,,255,Automatic,"",,,,81,BYD AC Synchronous Motor 150 kW (x2),,"According to manufacturer: 255 kWh battery; up to 155 miles range; Level 2 charging up to 19.2 kW (4.5–15 hr), Level 3 charging up to 110 kW (2.5–3 hr)"
,BYD,K11M (60'),Transit Bus,Electric,,,,,,,,,,193,,,,,,,"",BYD,,,,55,BYD AC/DC Asynchronous Motor 3-Phase 180 kW (x2),,According to manufacturer: 576 kWh battery; 4-4.5 hr charging time
,BYD,K7M (30'),Transit Bus,Electric,,,,,,,,,,,,,,,,,"",BYD,,,,22,BYD AC/DC Asynchronous Motor 3-Phase 90 kW (x2),,According to manufacturer: 213 kWh battery for up to 158 miles range; 1.5–2 hr charging time
,BYD,K7M ER (30'),Transit Bus,Electric,,,,,,,,,,,,,,,,,"",BYD,,,,22,BYD AC/DC Asynchronous Motor 3-Phase 150 kW (x2),,According to manufacturer: 313 kWh battery for up to 196 miles range; 2–2.5 hr charging time
,BYD,K8M (35'),Transit Bus,Electric,,,,,,,,,,,,,,,,,"",BYD,,,,32,BYD Asynchronous Motor 3-Phase 150 kW (x2),,According to manufacturer: 391 kWh battery; up to 196 miles range; 3–3.5 hr charging time
,BYD,K9MD (40'),Transit Bus,Electric,,,,,,,,,,327,,,,,,,"",BYD,,,,42,BYD Asynchronous Motor 3-Phase 150 kW (x2),,According to manufacturer: 455 kWh battery; 3–3.5 hr charging time
,Cenntro,Logistar 400,Vocational/Cab Chassis,Electric,,,,,,,,,,124,,,,,,80.6,Automatic,"",,,,"",Cenntro 85 kW,,According to manufacturer: 7755 lb payload; 490 ft2 cargo capacity; 62 mph max speed
,Cenntro,Logistar 400,Van,Electric,,,,,,,,,,124,,,,,,80.6,Automatic,"",,,,"",Cenntro 85 kW,,According to manufacturer: 7755 lb payload; 490 ft2 cargo capacity; 62 mph max speed
,Chevrolet,3500/4500 Low Cab Forward,Vocational/Cab Chassis,Ethanol (E85),,,,,,,,,,,,,,,,,"","GM 8 Speed Automatic, Allison 1000 RDS",,,,"",GMC 6.6L V8,,""
,Chevrolet,"4500 HD, 4500 XD, 5500 XD Low Cab Forward",Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",GM 6 Speed Automatic,,,,"",GMC 5.2L I4,,""
,Chevrolet,6500/7500 XD Low Cab Forward,Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison 2500/2550 RDS,,,,"",Cummins ISB6.7,,""
,Chevrolet,Express 2500/3500,Van,Ethanol (E85),,,,,,,,,,,,,,,,,"",GM 8 Speed Automatic,,,,"",GMC 6.6L V8,,""
,Chevrolet,Express 2500/3500,Passenger Van/Shuttle Bus,Ethanol (E85),,,,,,,,,,,,,,,,,"",GM 8 Speed Automatic,,,,"",GMC 6.6L V8,,""
,Chevrolet,Express 3500/4500 Cutaway,Vocational/Cab Chassis,Ethanol (E85),,,,,,,,,,,,,,,,,"",GM 8 Speed Automatic,,,,"",GMC 6.6L V8,,""
,Chevrolet,Silverado 3500/4500/5500/6500 HD Cab Chassis,Vocational/Cab Chassis,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,,""
,Chevrolet,Sliverado 2500/3500 HD,Pickup,Biodiesel (B20),,,,,,,,,,,,,,,,,"",Allison,,,,"",GMC 6.6L V8,,""
,COBUS Industries,e.COBUS 2700,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,96,Siemens ELFA Electric Drive System,,According to manufacturer: Lithium-titanate batteries; 1-2 hours for full battery charge
,COBUS Industries,e.COBUS 2700S,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,77,Siemens ELFA Electric Drive System,,According to manufacturer: Lithium-titanate batteries; 1-2 hours for full battery charge
,COBUS Industries,e.COBUS 3000,Transit Bus,Electric,,,,,,,,,,,,,,,,,"","",,,,110,Siemens ELFA Electric Drive System,,According to manufacturer: Lithium-titanate batteries; 1-2 hours for full battery charge
,Collins Bus Corp.,Ford E-Transit,School Bus,Electric,,,,,,,,,,100,,,,,,66,"","",,,,16 + 1 wheelchair,"",,According to Manufacturer: Built on Ford E-Transit chassis
,Elgin,Broom Bear,Street Sweeper,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Cummins L9N 8.9L Near Zero,,""
,Elgin,Broom Bear CNG Hybrid,Street Sweeper,Plug-in Hybrid Electric|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Cummins L9N 8.9L Near Zero,,According to Manufacturer: Parallel - automated electric/mechanical drive; Level 2 charging
,Elgin,Broom Bear Electric,Street Sweeper,Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Cascadia HVH410,,"According to Manufacturer: Battle Motors LNT chassis; 400 kWh, 700 V battery"
,Elgin,Broom Bear Plug-In Hybrid,Street Sweeper,Diesel/Hybrid Electric|Plug-in Hybrid Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Cummins ISL 9L,,According to Manufacturer: Parallel - automated electric/mechanical drive; Level 2 charging
,Elgin,Crosswind1,Street Sweeper,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","",,,,"",Cummins L9N 8.9L Near Zero,,""
,Elgin,Pelican,Street Sweeper,CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,Automatic,"",,,,"",Cummins B6.7N Near Zero,,""
,Elgin,Pelican Plug-In Hybrid,Street Sweeper,Plug-in Hybrid Electric|Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,Automatic,"",,,,"",John Deere Power Systems 4045 Tier 4 4.5L I4,,According to Manufacturer: Parallel - automated electric/mechanical drive; Level 2 charging
,ENC,AXESS 32',Transit Bus,CNG - Compressed Natural Gas|LNG - Liquified Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,25,Cummins L9N 8.9L Near Zero|Allison Transmission hybrid drive,,""
,ENC,AXESS 32',Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,25,Cummins ISL 9L|Allison Transmission hybrid drive,,""
,ENC,AXESS 35',Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins ISL 9L|Allison Transmission hybrid drive,,""
,ENC,AXESS 35',Transit Bus,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,35,Cummins L9N 8.9L Near Zero,,""
,ENC,AXESS 40',Transit Bus,Diesel/Hybrid Electric,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins ISL 9L|Allison Transmission hybrid drive,,""
,ENC,AXESS 40',Transit Bus,LNG - Liquified Natural Gas|CNG - Compressed Natural Gas,,,,,,,,,,,,,,,,,"","Allison, Voith, ZF",,,,43,Cummins L9N 8.9L Near Zero,,""
,ENC,Axess EVO-BEB 32',Transit Bus,Electric,,,,,,,,,,,,,,,,,"",.,,,,.27,BAE Systems Gen 3,,According to Manufacturer: Up to 738 kWh battery
,ENC,Axess EVO-BEB 35',Transit Bus,Electric,,,,,,,,,,,,,,,,,"",.,,,,.35,BAE Systems Gen 3,,According to Manufacturer: Up to 738 kWh battery
,ENC,Axess EVO-BEB 40',Transit Bus,Electric,,,,,,,,,,,,,,,,,"",.,,,,.43,BAE Systems Gen 3,,According to Manufacturer: Up to 738 kWh battery
