indicator_id,name,measure,geo_type_name,geo_join_id,data_value,geo_place_name,measure_info,time_period,message,start_date,unique_id
375,Nitrogen dioxide (NO2),Mean,UHF42,106,26.9,High Bridge - Morrisania,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,175380
375,Nitrogen dioxide (NO2),Mean,CD,103,36.9,Lower East Side and Chinatown (CD3),ppb,Winter 2008-09,,2008-12-01T00:00:00.000,165741
375,Nitrogen dioxide (NO2),Mean,UHF42,104,12.0,Pelham - Throgs Neck,ppb,Summer 2022,,2022-06-01T00:00:00.000,825787
386,Ozone (O3),Mean,UHF42,401,31.0,Long Island City - Astoria,ppb,Summer 2020,,2020-06-01T00:00:00.000,670951
365,Fine particles (PM 2.5),Mean,CD,308,9.6,Crown Heights and Prospect Heights (CD8),mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,168602
375,Nitrogen dioxide (NO2),Mean,CD,108,23.5,Upper East Side (CD8),ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602954
386,Ozone (O3),Mean,UHF42,501,27.0,Port Richmond,ppb,Summer 2017,,2017-06-01T00:00:00.000,549365
365,Fine particles (PM 2.5),Mean,CD,501,8.4,St. George and Stapleton (CD1),mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547767
365,Fine particles (PM 2.5),Mean,UHF34,211,10.9,Williamsburg - Bushwick,mcg/m3,Annual Average 2011,,2010-12-01T00:00:00.000,174191
365,Fine particles (PM 2.5),Mean,UHF34,410,8.8,Rockaways,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,174135
375,Nitrogen dioxide (NO2),Mean,UHF42,103,22.1,Fordham - Bronx Pk,ppb,Annual Average 2010,,2009-12-01T00:00:00.000,176553
375,Nitrogen dioxide (NO2),Mean,UHF34,304,25.8,Upper West Side,ppb,Summer 2011,,2011-06-01T00:00:00.000,172155
365,Fine particles (PM 2.5),Mean,CD,316,9.4,Brownsville (CD16),mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,168610
365,Fine particles (PM 2.5),Mean,CD,112,15.1,Washington Heights and Inwood (CD12),mcg/m3,Winter 2008-09,,2008-12-01T00:00:00.000,168405
375,Nitrogen dioxide (NO2),Mean,CD,102,30.2,Greenwich Village and Soho (CD2),ppb,Winter 2014-15,,2014-12-01T00:00:00.000,336726
365,Fine particles (PM 2.5),Mean,UHF42,210,9.1,Coney Island - Sheepshead Bay,mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,177197
375,Nitrogen dioxide (NO2),Mean,CD,103,23.9,Lower East Side and Chinatown (CD3),ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741130
375,Nitrogen dioxide (NO2),Mean,UHF42,408,22.8,Jamaica,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,175410
365,Fine particles (PM 2.5),Mean,UHF42,302,8.9,Central Harlem - Morningside Heights,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605721
375,Nitrogen dioxide (NO2),Mean,Borough,3,16.4,Manhattan,ppb,Summer 2021,,2021-06-01T00:00:00.000,740885
365,Fine particles (PM 2.5),Mean,UHF42,203,6.5,Bedford Stuyvesant - Crown Heights,mcg/m3,Summer 2022,,2022-06-01T00:00:00.000,823298
375,Nitrogen dioxide (NO2),Mean,UHF34,403,14.6,Flushing - Clearview,ppb,Summer 2014,,2014-06-01T00:00:00.000,211675
365,Fine particles (PM 2.5),Mean,UHF42,402,9.5,West Queens,mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,212949
375,Nitrogen dioxide (NO2),Mean,UHF34,205,25.3,Sunset Park,ppb,Annual Average 2009,,2008-12-01T00:00:00.000,172587
375,Nitrogen dioxide (NO2),Mean,UHF42,302,18.9,Central Harlem - Morningside Heights,ppb,Summer 2017,,2017-06-01T00:00:00.000,549817
386,Ozone (O3),Mean,UHF42,405,27.9,Ridgewood - Forest Hills,ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,122030
375,Nitrogen dioxide (NO2),Mean,UHF34,407,21.3,Southwest Queens,ppb,Winter 2020-21,,2020-12-01T00:00:00.000,741088
375,Nitrogen dioxide (NO2),Mean,CD,210,25.1,Throgs Neck and Co-op City (CD10),ppb,Winter 2013-14,,2013-12-01T00:00:00.000,213244
375,Nitrogen dioxide (NO2),Mean,UHF34,210,11.8,Coney Island - Sheepshead Bay,ppb,Summer 2014,,2014-06-01T00:00:00.000,211667
375,Nitrogen dioxide (NO2),Mean,Borough,5,16.4,Staten Island,ppb,Winter 2021-22,,2021-12-01T00:00:00.000,825800
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,409,35.0,Southeast Queens,"per 100,000 children",2017-2019,,2017-01-01T00:00:00.000,827439
365,Fine particles (PM 2.5),Mean,UHF42,207,7.4,East Flatbush - Flatbush,mcg/m3,Annual Average 2017,,2017-01-01T00:00:00.000,547408
365,Fine particles (PM 2.5),Mean,UHF42,207,8.7,East Flatbush - Flatbush,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,212807
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,306,28.5,Chelsea - Clinton,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518959
386,Ozone (O3),Mean,CD,304,30.4,Bushwick (CD4),ppb,Summer 2013,,2013-06-01T00:00:00.000,216444
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,303,90.0,East Harlem,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827407
375,Nitrogen dioxide (NO2),Mean,UHF42,305,33.0,Upper East Side,ppb,Winter 2009-10,,2009-12-01T00:00:00.000,175313
365,Fine particles (PM 2.5),Mean,CD,103,12.9,Lower East Side and Chinatown (CD3),mcg/m3,Summer 2010,,2010-06-01T00:00:00.000,169340
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,204,9.0,East New York,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827592
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,305,11.1,Upper East Side,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,130905
365,Fine particles (PM 2.5),Mean,UHF42,406,6.3,Fresh Meadows,mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742263
365,Fine particles (PM 2.5),Mean,UHF42,105,11.0,Crotona -Tremont,mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,177269
375,Nitrogen dioxide (NO2),Mean,Borough,1,20.0,Bronx,ppb,Annual Average 2015,,2015-01-01T00:00:00.000,336475
375,Nitrogen dioxide (NO2),Mean,CD,103,29.2,Lower East Side and Chinatown (CD3),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167570
365,Fine particles (PM 2.5),Mean,CD,204,12.2,Highbridge and Concourse (CD4),mcg/m3,Summer 2011,,2011-06-01T00:00:00.000,169412
375,Nitrogen dioxide (NO2),Mean,Borough,1,24.0,Bronx,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,179288
386,Ozone (O3),Mean,UHF42,305,25.2,Upper East Side,ppb,Summer 2017,,2017-06-01T00:00:00.000,549349
375,Nitrogen dioxide (NO2),Mean,UHF34,210,19.0,Coney Island - Sheepshead Bay,ppb,Winter 2021-22,,2021-12-01T00:00:00.000,825916
375,Nitrogen dioxide (NO2),Mean,UHF42,309,28.2,Union Square - Lower East Side,ppb,Annual Average 2012,,2011-12-01T00:00:00.000,176661
365,Fine particles (PM 2.5),Mean,CD,307,10.7,Sunset Park (CD7),mcg/m3,Winter 2009-10,,2009-12-01T00:00:00.000,168483
375,Nitrogen dioxide (NO2),Mean,UHF42,309,19.4,Union Square - Lower East Side,ppb,Summer 2018,,2018-06-01T00:00:00.000,602781
375,Nitrogen dioxide (NO2),Mean,CD,404,27.6,Elmhurst and Corona (CD4),ppb,Winter 2016-17,,2016-12-01T00:00:00.000,550128
365,Fine particles (PM 2.5),Mean,UHF34,209,7.6,Bensonhurst - Bay Ridge,mcg/m3,Winter 2019-20,,2019-12-01T00:00:00.000,669675
375,Nitrogen dioxide (NO2),Mean,CD,205,26.5,Fordham and University Heights (CD5),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167584
386,Ozone (O3),Mean,Borough,2,31.1,Brooklyn,ppb,Summer 2013,,2013-06-01T00:00:00.000,219975
375,Nitrogen dioxide (NO2),Mean,UHF34,410,10.0,Rockaways,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643522
375,Nitrogen dioxide (NO2),Mean,UHF34,209,22.7,Bensonhurst - Bay Ridge,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412589
375,Nitrogen dioxide (NO2),Mean,CD,406,15.8,Rego Park and Forest Hills (CD6),ppb,Annual Average 2021,,2021-01-01T00:00:00.000,741267
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),Borough,2,44.2,Brooklyn,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518932
365,Fine particles (PM 2.5),Mean,UHF42,307,8.2,Gramercy Park - Murray Hill,mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669766
375,Nitrogen dioxide (NO2),Mean,UHF42,306,34.3,Chelsea - Clinton,ppb,Annual Average 2012,,2011-12-01T00:00:00.000,176658
375,Nitrogen dioxide (NO2),Mean,UHF42,101,16.3,Kingsbridge - Riverdale,ppb,Summer 2011,,2011-06-01T00:00:00.000,175963
375,Nitrogen dioxide (NO2),Mean,CD,108,27.0,Upper East Side (CD8),ppb,Summer 2012,,2012-06-01T00:00:00.000,166808
375,Nitrogen dioxide (NO2),Mean,CD,301,22.7,Greenpoint and Williamsburg (CD1),ppb,Summer 2009,,2009-06-01T00:00:00.000,166648
365,Fine particles (PM 2.5),Mean,CD,205,11.4,Fordham and University Heights (CD5),mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,168587
365,Fine particles (PM 2.5),Mean,UHF34,209,10.6,Bensonhurst - Bay Ridge,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,173611
365,Fine particles (PM 2.5),Mean,CD,404,10.8,Elmhurst and Corona (CD4),mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,169324
386,Ozone (O3),Mean,UHF42,210,29.6,Coney Island - Sheepshead Bay,ppb,Summer 2009,,2009-06-01T00:00:00.000,222497
365,Fine particles (PM 2.5),Mean,UHF34,211,6.4,Williamsburg - Bushwick,mcg/m3,Annual Average 2022,,2022-01-01T00:00:00.000,823411
365,Fine particles (PM 2.5),Mean,CD,306,9.4,Park Slope and Carroll Gardens (CD6),mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,170429
365,Fine particles (PM 2.5),Mean,Borough,2,7.3,Brooklyn,mcg/m3,Winter 2018-19,,2018-12-01T00:00:00.000,649653
375,Nitrogen dioxide (NO2),Mean,UHF42,501,9.4,Port Richmond,ppb,Summer 2022,,2022-06-01T00:00:00.000,825988
375,Nitrogen dioxide (NO2),Mean,Borough,2,25.6,Brooklyn,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667034
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,106,117.4,High Bridge - Morrisania,"per 100,000 adults",2012-2014,,2012-01-02T00:00:00.000,518941
375,Nitrogen dioxide (NO2),Mean,UHF42,401,17.4,Long Island City - Astoria,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825711
365,Fine particles (PM 2.5),Mean,Borough,2,8.5,Brooklyn,mcg/m3,Summer 2021,,2021-06-01T00:00:00.000,742151
375,Nitrogen dioxide (NO2),Mean,UHF42,310,17.8,Lower Manhattan,ppb,Summer 2021,,2021-06-01T00:00:00.000,740975
375,Nitrogen dioxide (NO2),Mean,UHF42,107,16.4,Hunts Point - Mott Haven,ppb,Summer 2014,,2014-06-01T00:00:00.000,212422
365,Fine particles (PM 2.5),Mean,UHF42,102,7.2,Northeast Bronx,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669833
650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,UHF42,206,6.0,Borough Park,"per 100,000 adults",2017-2019,,2017-01-01T00:00:00.000,827594
375,Nitrogen dioxide (NO2),Mean,UHF42,303,14.2,East Harlem,ppb,Summer 2020,,2020-06-01T00:00:00.000,667179
365,Fine particles (PM 2.5),Mean,CD,501,7.2,St. George and Stapleton (CD1),mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547769
375,Nitrogen dioxide (NO2),Mean,UHF42,210,25.9,Coney Island - Sheepshead Bay,ppb,Winter 2013-14,,2013-12-01T00:00:00.000,212306
365,Fine particles (PM 2.5),Mean,UHF34,209,6.2,Bensonhurst - Bay Ridge,mcg/m3,Annual Average 2019,,2019-01-01T00:00:00.000,649825
365,Fine particles (PM 2.5),Mean,UHF42,106,8.3,High Bridge - Morrisania,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649679
365,Fine particles (PM 2.5),Mean,CD,212,5.9,Williamsbridge and Baychester (CD12),mcg/m3,Annual Average 2020,,2020-01-01T00:00:00.000,669877
375,Nitrogen dioxide (NO2),Mean,UHF42,406,9.5,Fresh Meadows,ppb,Summer 2020,,2020-06-01T00:00:00.000,667257
365,Fine particles (PM 2.5),Mean,CD,101,10.5,Financial District (CD1),mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547599
375,Nitrogen dioxide (NO2),Mean,CD,209,24.4,Parkchester and Soundview (CD9),ppb,Winter 2014-15,,2014-12-01T00:00:00.000,336783
375,Nitrogen dioxide (NO2),Mean,UHF34,103,15.8,Fordham - Bronx Pk,ppb,Summer 2014,,2014-06-01T00:00:00.000,211656
386,Ozone (O3),Mean,UHF34,204,34.3,East New York,ppb,Summer 2016,,2016-06-01T00:00:00.000,412043
375,Nitrogen dioxide (NO2),Mean,UHF42,104,22.0,Pelham - Throgs Neck,ppb,Winter 2015-16,,2015-12-01T00:00:00.000,412436
365,Fine particles (PM 2.5),Mean,CD,209,7.2,Parkchester and Soundview (CD9),mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669870
375,Nitrogen dioxide (NO2),Mean,CD,212,21.0,Williamsbridge and Baychester (CD12),ppb,Winter 2021-22,,2021-12-01T00:00:00.000,826030
375,Nitrogen dioxide (NO2),Mean,UHF42,501,12.3,Port Richmond,ppb,Summer 2018,,2018-06-01T00:00:00.000,602817
365,Fine particles (PM 2.5),Mean,Borough,5,7.5,Staten Island,mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605661
386,Ozone (O3),Mean,Borough,1,29.9,Bronx,ppb,Summer 2019,,2019-06-01T00:00:00.000,650917
386,Ozone (O3),Mean,UHF42,410,31.5,Rockaways,ppb,Summer 2020,,2020-06-01T00:00:00.000,670942
365,Fine particles (PM 2.5),Mean,UHF42,202,10.4,Downtown - Heights - Slope,mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,177273
375,Nitrogen dioxide (NO2),Mean,Borough,2,15.8,Brooklyn,ppb,Summer 2013,,2013-06-01T00:00:00.000,179364
365,Fine particles (PM 2.5),Mean,Borough,3,9.0,Manhattan,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547361
375,Nitrogen dioxide (NO2),Mean,UHF34,204,15.7,East New York,ppb,Annual Average 2020,,2020-01-01T00:00:00.000,667351
375,Nitrogen dioxide (NO2),Mean,UHF42,105,17.9,Crotona -Tremont,ppb,Summer 2015,,2015-06-01T00:00:00.000,336503
365,Fine particles (PM 2.5),Mean,UHF42,301,9.5,Washington Heights,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178585
365,Fine particles (PM 2.5),Mean,UHF34,211,11.0,Williamsburg - Bushwick,mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,173715
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,309,5.6,Union Square - Lower East Side,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151601
365,Fine particles (PM 2.5),Mean,UHF42,101,9.0,Kingsbridge - Riverdale,mcg/m3,Annual Average 2014,,2013-12-01T00:00:00.000,212920
365,Fine particles (PM 2.5),Mean,UHF42,301,8.2,Washington Heights,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547424
375,Nitrogen dioxide (NO2),Mean,UHF42,101,25.5,Kingsbridge - Riverdale,ppb,Winter 2010-11,,2010-12-01T00:00:00.000,175333
375,Nitrogen dioxide (NO2),Mean,CD,208,20.2,Riverdale and Fieldston (CD8),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167587
365,Fine particles (PM 2.5),Mean,UHF42,202,9.9,Downtown - Heights - Slope,mcg/m3,Annual Average 2012,,2011-12-01T00:00:00.000,178533
365,Fine particles (PM 2.5),Mean,CD,304,8.6,Bushwick (CD4),mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649976
375,Nitrogen dioxide (NO2),Mean,UHF42,106,28.3,High Bridge - Morrisania,ppb,Winter 2012-13,,2012-12-01T00:00:00.000,175422
375,Nitrogen dioxide (NO2),Mean,UHF34,104,22.9,Pelham - Throgs Neck,ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602839
375,Nitrogen dioxide (NO2),Mean,CD,401,20.3,Long Island City and Astoria (CD1),ppb,Annual Average 2017,,2017-01-01T00:00:00.000,550118
375,Nitrogen dioxide (NO2),Mean,CD,309,17.4,South Crown Heights and Lefferts Gardens (CD9),ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643645
386,Ozone (O3),Mean,CD,412,27.9,Jamaica and Hollis (CD12),ppb,2-Year Summer Average 2009-2010,,2009-06-01T00:00:00.000,121697
386,Ozone (O3),Mean,CD,304,33.0,Bushwick (CD4),ppb,Summer 2010,,2010-06-01T00:00:00.000,216441
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),Borough,1,183.6,Bronx,"per 100,000 children",2012-2014,,2012-01-02T00:00:00.000,518883
375,Nitrogen dioxide (NO2),Mean,CD,105,36.2,Midtown (CD5),ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667544
386,Ozone (O3),Mean,UHF42,202,27.9,Downtown - Heights - Slope,ppb,Summer 2017,,2017-06-01T00:00:00.000,549335
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),Borough,3,179.4,Manhattan,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130832
365,Fine particles (PM 2.5),Mean,CD,201,7.5,Mott Haven and Melrose (CD1),mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669587
375,Nitrogen dioxide (NO2),Mean,UHF34,303,19.2,East Harlem,ppb,Summer 2014,,2014-06-01T00:00:00.000,211671
657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),UHF42,207,56.7,East Flatbush - Flatbush,"per 100,000 adults",2005-2007,,2005-01-01T00:00:00.000,131232
386,Ozone (O3),Mean,UHF42,305,29.3,Upper East Side,ppb,Summer 2020,,2020-06-01T00:00:00.000,670957
375,Nitrogen dioxide (NO2),Mean,CD,310,20.4,Bay Ridge and Dyker Heights (CD10),ppb,Summer 2009,,2009-06-01T00:00:00.000,166657
365,Fine particles (PM 2.5),Mean,UHF42,201,13.5,Greenpoint,mcg/m3,Winter 2013-14,,2013-12-01T00:00:00.000,212675
365,Fine particles (PM 2.5),Mean,CD,410,8.3,South Ozone Park and Howard Beach (CD10),mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547752
365,Fine particles (PM 2.5),Mean,UHF42,302,8.3,Central Harlem - Morningside Heights,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547427
375,Nitrogen dioxide (NO2),Mean,UHF34,210,14.4,Coney Island - Sheepshead Bay,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602867
365,Fine particles (PM 2.5),Mean,Borough,1,10.4,Bronx,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,179588
365,Fine particles (PM 2.5),Mean,UHF42,306,8.7,Chelsea - Clinton,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669767
365,Fine particles (PM 2.5),Mean,UHF42,203,9.5,Bedford Stuyvesant - Crown Heights,mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,177274
643,Annual vehicle miles traveled,Million miles,CD,110,64.5,Central Harlem (CD10),per square mile,2005,,2005-01-01T00:00:00.000,154569
375,Nitrogen dioxide (NO2),Mean,UHF34,409,18.0,Southeast Queens,ppb,Winter 2018-19,,2018-12-01T00:00:00.000,643521
375,Nitrogen dioxide (NO2),Mean,UHF42,303,32.9,East Harlem,ppb,Winter 2010-11,,2010-12-01T00:00:00.000,175353
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,103,167.2,Fordham - Bronx Pk,"per 100,000 children",2005-2007,,2005-01-01T00:00:00.000,130789
365,Fine particles (PM 2.5),Mean,UHF42,206,7.6,Borough Park,mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547406
365,Fine particles (PM 2.5),Mean,CD,210,8.2,Throgs Neck and Co-op City (CD10),mcg/m3,Winter 2016-17,,2016-12-01T00:00:00.000,547664
375,Nitrogen dioxide (NO2),Mean,UHF34,211,21.2,Williamsburg - Bushwick,ppb,Summer 2011,,2011-06-01T00:00:00.000,172151
375,Nitrogen dioxide (NO2),Mean,UHF34,303,16.7,East Harlem,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825902
365,Fine particles (PM 2.5),Mean,UHF42,306,12.4,Chelsea - Clinton,mcg/m3,Annual Average 2013,,2012-12-01T00:00:00.000,178590
375,Nitrogen dioxide (NO2),Mean,UHF34,410,11.4,Rockaways,ppb,Annual Average 2022,,2022-01-01T00:00:00.000,825875
375,Nitrogen dioxide (NO2),Mean,Borough,5,7.8,Staten Island,ppb,Summer 2022,,2022-06-01T00:00:00.000,825799
365,Fine particles (PM 2.5),Mean,Borough,1,11.1,Bronx,mcg/m3,Annual Average 2009,,2008-12-01T00:00:00.000,179643
375,Nitrogen dioxide (NO2),Mean,CD,105,35.2,Midtown (CD5),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,602947
365,Fine particles (PM 2.5),Mean,CD,311,7.9,Bensonhurst (CD11),mcg/m3,Summer 2018,,2018-06-01T00:00:00.000,605997
386,Ozone (O3),Mean,UHF42,104,32.1,Pelham - Throgs Neck,ppb,Summer 2020,,2020-06-01T00:00:00.000,670976
365,Fine particles (PM 2.5),Mean,UHF34,410,7.4,Rockaways,mcg/m3,Summer 2014,,2014-06-01T00:00:00.000,211986
365,Fine particles (PM 2.5),Mean,CD,112,10.6,Washington Heights and Inwood (CD12),mcg/m3,Summer 2012,,2012-06-01T00:00:00.000,169467
386,Ozone (O3),Mean,UHF34,409,33.6,Southeast Queens,ppb,Summer 2011,,2011-06-01T00:00:00.000,221941
375,Nitrogen dioxide (NO2),Mean,CD,309,18.8,South Crown Heights and Lefferts Gardens (CD9),ppb,Summer 2012,,2012-06-01T00:00:00.000,166833
375,Nitrogen dioxide (NO2),Mean,UHF42,207,23.6,East Flatbush - Flatbush,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,176606
365,Fine particles (PM 2.5),Mean,CD,210,6.0,Throgs Neck and Co-op City (CD10),mcg/m3,Annual Average 2022,,2022-01-01T00:00:00.000,823183
365,Fine particles (PM 2.5),Mean,CD,210,7.2,Throgs Neck and Co-op City (CD10),mcg/m3,Winter 2021-22,,2021-12-01T00:00:00.000,823181
375,Nitrogen dioxide (NO2),Mean,UHF42,202,20.0,Downtown - Heights - Slope,ppb,Summer 2013,,2013-06-01T00:00:00.000,176055
365,Fine particles (PM 2.5),Mean,Borough,2,6.6,Brooklyn,mcg/m3,Annual Average 2021,,2021-01-01T00:00:00.000,742152
648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),UHF42,207,84.2,East Flatbush - Flatbush,"per 100,000 children",2015-2017,,2015-01-01T00:00:00.000,628450
375,Nitrogen dioxide (NO2),Mean,Borough,3,30.2,Manhattan,ppb,Winter 2011-12,,2011-12-01T00:00:00.000,179285
365,Fine particles (PM 2.5),Mean,UHF34,209,6.7,Bensonhurst - Bay Ridge,mcg/m3,Annual Average 2018,,2018-01-01T00:00:00.000,605825
365,Fine particles (PM 2.5),Mean,UHF42,501,9.6,Port Richmond,mcg/m3,Summer 2013,,2013-06-01T00:00:00.000,177975
375,Nitrogen dioxide (NO2),Mean,Borough,5,19.1,Staten Island,ppb,Winter 2009-10,,2009-12-01T00:00:00.000,179277
375,Nitrogen dioxide (NO2),Mean,UHF34,204,22.9,East New York,ppb,Annual Average 2011,,2010-12-01T00:00:00.000,172654
375,Nitrogen dioxide (NO2),Mean,UHF42,106,25.8,High Bridge - Morrisania,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667088
365,Fine particles (PM 2.5),Mean,UHF42,103,10.2,Fordham - Bronx Pk,mcg/m3,Winter 2014-15,,2014-12-01T00:00:00.000,333960
375,Nitrogen dioxide (NO2),Mean,UHF42,206,18.1,Borough Park,ppb,Annual Average 2018,,2018-01-01T00:00:00.000,602738
375,Nitrogen dioxide (NO2),Mean,UHF42,211,19.7,Williamsburg - Bushwick,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643369
375,Nitrogen dioxide (NO2),Mean,UHF42,101,17.1,Kingsbridge - Riverdale,ppb,Annual Average 2014,,2013-12-01T00:00:00.000,212542
661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),UHF42,302,10.3,Central Harlem - Morningside Heights,"per 100,000 adults",2009-2011,,2009-01-01T00:00:00.000,151594
365,Fine particles (PM 2.5),Mean,UHF42,409,6.6,Southeast Queens,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669728
365,Fine particles (PM 2.5),Mean,UHF42,205,7.3,Sunset Park,mcg/m3,Summer 2020,,2020-06-01T00:00:00.000,669803
365,Fine particles (PM 2.5),Mean,UHF42,306,14.3,Chelsea - Clinton,mcg/m3,Summer 2009,,2009-06-01T00:00:00.000,177792
365,Fine particles (PM 2.5),Mean,Borough,2,8.2,Brooklyn,mcg/m3,Summer 2019,,2019-06-01T00:00:00.000,649652
365,Fine particles (PM 2.5),Mean,UHF42,103,9.4,Fordham - Bronx Pk,mcg/m3,Summer 2017,,2017-06-01T00:00:00.000,547374
365,Fine particles (PM 2.5),Mean,CD,412,8.8,Jamaica and Hollis (CD12),mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,168624
375,Nitrogen dioxide (NO2),Mean,CD,110,22.7,Central Harlem (CD10),ppb,Annual Average 2017,,2017-01-01T00:00:00.000,550019
643,Annual vehicle miles traveled,Million miles,UHF42,201,63.2,Greenpoint,per square mile,2005,,2005-01-01T00:00:00.000,151630
375,Nitrogen dioxide (NO2),Mean,Borough,1,19.9,Bronx,ppb,Annual Average 2013,,2012-12-01T00:00:00.000,179438
375,Nitrogen dioxide (NO2),Mean,UHF42,306,32.9,Chelsea - Clinton,ppb,Winter 2016-17,,2016-12-01T00:00:00.000,549831
375,Nitrogen dioxide (NO2),Mean,UHF34,403,16.3,Flushing - Clearview,ppb,Annual Average 2019,,2019-01-01T00:00:00.000,643507
375,Nitrogen dioxide (NO2),Mean,CD,309,25.8,South Crown Heights and Lefferts Gardens (CD9),ppb,Winter 2017-18,,2017-12-01T00:00:00.000,603031
375,Nitrogen dioxide (NO2),Mean,UHF34,304,28.1,Upper West Side,ppb,Winter 2019-20,,2019-12-01T00:00:00.000,667418
386,Ozone (O3),Mean,UHF42,409,31.8,Southeast Queens,ppb,Summer 2018,,2018-06-01T00:00:00.000,605266
375,Nitrogen dioxide (NO2),Mean,CD,401,23.5,Long Island City and Astoria (CD1),ppb,Annual Average 2010,,2009-12-01T00:00:00.000,167610
365,Fine particles (PM 2.5),Mean,CD,410,8.2,South Ozone Park and Howard Beach (CD10),mcg/m3,Winter 2011-12,,2011-12-01T00:00:00.000,168622
